site,chat_index,clip_index
NoXI,007_2016-03-21_Paris,7
NoXI,007_2016-03-21_Paris,70
NoXI,007_2016-03-21_Paris,71
NoXI,007_2016-03-21_Paris,72
NoXI,007_2016-03-21_Paris,8
NoXI,007_2016-03-21_Paris,9
NoXI,008_2016-03-23_Paris,1
NoXI,008_2016-03-23_Paris,10
NoXI,008_2016-03-23_Paris,11
NoXI,008_2016-03-23_Paris,12
NoXI,008_2016-03-23_Paris,13
NoXI,008_2016-03-23_Paris,14
NoXI,008_2016-03-23_Paris,15
NoXI,008_2016-03-23_Paris,16
NoXI,008_2016-03-23_Paris,17
NoXI,008_2016-03-23_Paris,18
NoXI,008_2016-03-23_Paris,19
NoXI,008_2016-03-23_Paris,2
NoXI,008_2016-03-23_Paris,20
NoXI,008_2016-03-23_Paris,21
NoXI,008_2016-03-23_Paris,22
NoXI,008_2016-03-23_Paris,23
NoXI,008_2016-03-23_Paris,24
NoXI,008_2016-03-23_Paris,25
NoXI,008_2016-03-23_Paris,26
NoXI,008_2016-03-23_Paris,27
NoXI,008_2016-03-23_Paris,28
NoXI,008_2016-03-23_Paris,29
NoXI,008_2016-03-23_Paris,3
NoXI,008_2016-03-23_Paris,30
NoXI,008_2016-03-23_Paris,31
NoXI,008_2016-03-23_Paris,32
NoXI,008_2016-03-23_Paris,33
NoXI,008_2016-03-23_Paris,4
NoXI,008_2016-03-23_Paris,5
NoXI,008_2016-03-23_Paris,6
NoXI,008_2016-03-23_Paris,7
NoXI,008_2016-03-23_Paris,8
NoXI,008_2016-03-23_Paris,9
NoXI,009_2016-03-25_Paris,1
NoXI,009_2016-03-25_Paris,10
NoXI,009_2016-03-25_Paris,11
NoXI,009_2016-03-25_Paris,12
NoXI,009_2016-03-25_Paris,13
NoXI,009_2016-03-25_Paris,14
NoXI,009_2016-03-25_Paris,15
NoXI,009_2016-03-25_Paris,16
NoXI,009_2016-03-25_Paris,17
NoXI,009_2016-03-25_Paris,18
NoXI,009_2016-03-25_Paris,19
NoXI,009_2016-03-25_Paris,2
NoXI,009_2016-03-25_Paris,20
NoXI,009_2016-03-25_Paris,21
NoXI,009_2016-03-25_Paris,22
NoXI,009_2016-03-25_Paris,23
NoXI,009_2016-03-25_Paris,24
NoXI,009_2016-03-25_Paris,25
NoXI,009_2016-03-25_Paris,26
NoXI,009_2016-03-25_Paris,27
NoXI,009_2016-03-25_Paris,28
NoXI,009_2016-03-25_Paris,29
NoXI,009_2016-03-25_Paris,3
NoXI,009_2016-03-25_Paris,30
NoXI,009_2016-03-25_Paris,4
NoXI,009_2016-03-25_Paris,5
NoXI,009_2016-03-25_Paris,6
NoXI,009_2016-03-25_Paris,7
NoXI,009_2016-03-25_Paris,8
NoXI,009_2016-03-25_Paris,9
NoXI,010_2016-03-25_Paris,1
NoXI,010_2016-03-25_Paris,10
NoXI,010_2016-03-25_Paris,11
NoXI,010_2016-03-25_Paris,12
NoXI,010_2016-03-25_Paris,13
NoXI,010_2016-03-25_Paris,14
NoXI,010_2016-03-25_Paris,15
NoXI,010_2016-03-25_Paris,16
NoXI,010_2016-03-25_Paris,17
NoXI,010_2016-03-25_Paris,18
NoXI,010_2016-03-25_Paris,19
NoXI,010_2016-03-25_Paris,2
NoXI,010_2016-03-25_Paris,20
NoXI,010_2016-03-25_Paris,21
NoXI,010_2016-03-25_Paris,22
NoXI,010_2016-03-25_Paris,23
NoXI,010_2016-03-25_Paris,24
NoXI,010_2016-03-25_Paris,25
NoXI,010_2016-03-25_Paris,26
NoXI,010_2016-03-25_Paris,27
NoXI,010_2016-03-25_Paris,28
NoXI,010_2016-03-25_Paris,29
NoXI,010_2016-03-25_Paris,3
NoXI,010_2016-03-25_Paris,30
NoXI,010_2016-03-25_Paris,31
NoXI,010_2016-03-25_Paris,32
NoXI,010_2016-03-25_Paris,33
NoXI,010_2016-03-25_Paris,34
NoXI,010_2016-03-25_Paris,35
NoXI,010_2016-03-25_Paris,36
NoXI,010_2016-03-25_Paris,37
NoXI,010_2016-03-25_Paris,38
NoXI,010_2016-03-25_Paris,39
NoXI,010_2016-03-25_Paris,4
NoXI,010_2016-03-25_Paris,40
NoXI,010_2016-03-25_Paris,41
NoXI,010_2016-03-25_Paris,42
NoXI,010_2016-03-25_Paris,43
NoXI,010_2016-03-25_Paris,44
NoXI,010_2016-03-25_Paris,45
NoXI,010_2016-03-25_Paris,46
NoXI,010_2016-03-25_Paris,47
NoXI,010_2016-03-25_Paris,5
NoXI,010_2016-03-25_Paris,6
NoXI,010_2016-03-25_Paris,7
NoXI,010_2016-03-25_Paris,8
NoXI,010_2016-03-25_Paris,9
NoXI,011_2016-03-25_Paris,1
NoXI,011_2016-03-25_Paris,10
NoXI,011_2016-03-25_Paris,11
NoXI,011_2016-03-25_Paris,12
NoXI,011_2016-03-25_Paris,13
NoXI,011_2016-03-25_Paris,14
NoXI,011_2016-03-25_Paris,15
NoXI,011_2016-03-25_Paris,16
NoXI,011_2016-03-25_Paris,17
NoXI,011_2016-03-25_Paris,18
NoXI,011_2016-03-25_Paris,19
NoXI,011_2016-03-25_Paris,2
NoXI,011_2016-03-25_Paris,20
NoXI,011_2016-03-25_Paris,21
NoXI,011_2016-03-25_Paris,22
NoXI,011_2016-03-25_Paris,23
NoXI,011_2016-03-25_Paris,24
NoXI,011_2016-03-25_Paris,25
NoXI,011_2016-03-25_Paris,26
NoXI,011_2016-03-25_Paris,27
NoXI,011_2016-03-25_Paris,28
NoXI,011_2016-03-25_Paris,29
NoXI,011_2016-03-25_Paris,3
NoXI,011_2016-03-25_Paris,30
NoXI,011_2016-03-25_Paris,31
NoXI,011_2016-03-25_Paris,32
NoXI,011_2016-03-25_Paris,33
NoXI,011_2016-03-25_Paris,34
NoXI,011_2016-03-25_Paris,35
NoXI,011_2016-03-25_Paris,36
NoXI,011_2016-03-25_Paris,37
NoXI,011_2016-03-25_Paris,38
NoXI,011_2016-03-25_Paris,39
NoXI,011_2016-03-25_Paris,4
NoXI,011_2016-03-25_Paris,40
NoXI,011_2016-03-25_Paris,41
NoXI,011_2016-03-25_Paris,42
NoXI,011_2016-03-25_Paris,43
NoXI,011_2016-03-25_Paris,44
NoXI,011_2016-03-25_Paris,45
NoXI,011_2016-03-25_Paris,46
NoXI,011_2016-03-25_Paris,47
NoXI,011_2016-03-25_Paris,5
NoXI,011_2016-03-25_Paris,6
NoXI,011_2016-03-25_Paris,7
NoXI,011_2016-03-25_Paris,8
NoXI,011_2016-03-25_Paris,9
NoXI,012_2016-03-25_Paris,1
NoXI,012_2016-03-25_Paris,10
NoXI,012_2016-03-25_Paris,11
NoXI,012_2016-03-25_Paris,12
NoXI,012_2016-03-25_Paris,13
NoXI,012_2016-03-25_Paris,14
NoXI,012_2016-03-25_Paris,15
NoXI,012_2016-03-25_Paris,16
NoXI,012_2016-03-25_Paris,17
NoXI,012_2016-03-25_Paris,18
NoXI,012_2016-03-25_Paris,19
NoXI,012_2016-03-25_Paris,2
NoXI,012_2016-03-25_Paris,20
NoXI,012_2016-03-25_Paris,21
NoXI,012_2016-03-25_Paris,22
NoXI,012_2016-03-25_Paris,23
NoXI,012_2016-03-25_Paris,24
NoXI,012_2016-03-25_Paris,25
NoXI,012_2016-03-25_Paris,26
NoXI,012_2016-03-25_Paris,27
NoXI,012_2016-03-25_Paris,28
NoXI,012_2016-03-25_Paris,29
NoXI,012_2016-03-25_Paris,3
NoXI,012_2016-03-25_Paris,30
NoXI,012_2016-03-25_Paris,31
NoXI,012_2016-03-25_Paris,32
NoXI,012_2016-03-25_Paris,33
NoXI,012_2016-03-25_Paris,34
NoXI,012_2016-03-25_Paris,35
NoXI,012_2016-03-25_Paris,36
NoXI,012_2016-03-25_Paris,37
NoXI,012_2016-03-25_Paris,38
NoXI,012_2016-03-25_Paris,39
NoXI,012_2016-03-25_Paris,4
NoXI,012_2016-03-25_Paris,5
NoXI,012_2016-03-25_Paris,6
NoXI,012_2016-03-25_Paris,7
NoXI,012_2016-03-25_Paris,8
NoXI,012_2016-03-25_Paris,9
NoXI,013_2016-03-30_Paris,1
NoXI,013_2016-03-30_Paris,10
NoXI,013_2016-03-30_Paris,11
NoXI,013_2016-03-30_Paris,12
NoXI,013_2016-03-30_Paris,13
NoXI,013_2016-03-30_Paris,14
NoXI,013_2016-03-30_Paris,15
NoXI,013_2016-03-30_Paris,16
NoXI,013_2016-03-30_Paris,17
NoXI,013_2016-03-30_Paris,18
NoXI,013_2016-03-30_Paris,19
NoXI,013_2016-03-30_Paris,2
NoXI,013_2016-03-30_Paris,20
NoXI,013_2016-03-30_Paris,21
NoXI,013_2016-03-30_Paris,22
NoXI,013_2016-03-30_Paris,23
NoXI,013_2016-03-30_Paris,24
NoXI,013_2016-03-30_Paris,25
NoXI,013_2016-03-30_Paris,26
NoXI,013_2016-03-30_Paris,27
NoXI,013_2016-03-30_Paris,28
NoXI,013_2016-03-30_Paris,29
NoXI,013_2016-03-30_Paris,3
NoXI,013_2016-03-30_Paris,30
NoXI,013_2016-03-30_Paris,31
NoXI,013_2016-03-30_Paris,32
NoXI,013_2016-03-30_Paris,33
NoXI,013_2016-03-30_Paris,34
NoXI,013_2016-03-30_Paris,35
NoXI,013_2016-03-30_Paris,36
NoXI,013_2016-03-30_Paris,37
NoXI,013_2016-03-30_Paris,38
NoXI,013_2016-03-30_Paris,39
NoXI,013_2016-03-30_Paris,4
NoXI,013_2016-03-30_Paris,40
NoXI,013_2016-03-30_Paris,41
NoXI,013_2016-03-30_Paris,42
NoXI,013_2016-03-30_Paris,43
NoXI,013_2016-03-30_Paris,44
NoXI,013_2016-03-30_Paris,45
NoXI,013_2016-03-30_Paris,5
NoXI,013_2016-03-30_Paris,6
NoXI,013_2016-03-30_Paris,7
NoXI,013_2016-03-30_Paris,8
NoXI,013_2016-03-30_Paris,9
NoXI,014_2016-04-01_Paris,1
NoXI,014_2016-04-01_Paris,10
NoXI,014_2016-04-01_Paris,11
NoXI,014_2016-04-01_Paris,12
NoXI,014_2016-04-01_Paris,13
NoXI,014_2016-04-01_Paris,14
NoXI,014_2016-04-01_Paris,15
NoXI,014_2016-04-01_Paris,16
NoXI,014_2016-04-01_Paris,17
NoXI,014_2016-04-01_Paris,18
NoXI,014_2016-04-01_Paris,19
NoXI,014_2016-04-01_Paris,2
NoXI,014_2016-04-01_Paris,20
NoXI,014_2016-04-01_Paris,21
NoXI,014_2016-04-01_Paris,22
NoXI,014_2016-04-01_Paris,23
NoXI,014_2016-04-01_Paris,24
NoXI,014_2016-04-01_Paris,25
NoXI,014_2016-04-01_Paris,26
NoXI,014_2016-04-01_Paris,27
NoXI,014_2016-04-01_Paris,28
NoXI,014_2016-04-01_Paris,29
NoXI,014_2016-04-01_Paris,3
NoXI,014_2016-04-01_Paris,30
NoXI,014_2016-04-01_Paris,31
NoXI,014_2016-04-01_Paris,32
NoXI,014_2016-04-01_Paris,33
NoXI,014_2016-04-01_Paris,34
NoXI,014_2016-04-01_Paris,35
NoXI,014_2016-04-01_Paris,4
NoXI,014_2016-04-01_Paris,5
NoXI,014_2016-04-01_Paris,6
NoXI,014_2016-04-01_Paris,7
NoXI,014_2016-04-01_Paris,8
NoXI,014_2016-04-01_Paris,9
NoXI,015_2016-04-05_Paris,1
NoXI,015_2016-04-05_Paris,10
NoXI,015_2016-04-05_Paris,11
NoXI,015_2016-04-05_Paris,12
NoXI,015_2016-04-05_Paris,13
NoXI,015_2016-04-05_Paris,14
NoXI,015_2016-04-05_Paris,15
NoXI,015_2016-04-05_Paris,16
NoXI,015_2016-04-05_Paris,17
NoXI,015_2016-04-05_Paris,18
NoXI,015_2016-04-05_Paris,19
NoXI,015_2016-04-05_Paris,2
NoXI,015_2016-04-05_Paris,20
NoXI,015_2016-04-05_Paris,21
NoXI,015_2016-04-05_Paris,22
NoXI,015_2016-04-05_Paris,23
NoXI,015_2016-04-05_Paris,24
NoXI,015_2016-04-05_Paris,25
NoXI,015_2016-04-05_Paris,26
NoXI,015_2016-04-05_Paris,27
NoXI,015_2016-04-05_Paris,28
NoXI,015_2016-04-05_Paris,29
NoXI,015_2016-04-05_Paris,3
NoXI,015_2016-04-05_Paris,30
NoXI,015_2016-04-05_Paris,31
NoXI,015_2016-04-05_Paris,32
NoXI,015_2016-04-05_Paris,33
NoXI,015_2016-04-05_Paris,34
NoXI,015_2016-04-05_Paris,35
NoXI,015_2016-04-05_Paris,36
NoXI,015_2016-04-05_Paris,37
NoXI,015_2016-04-05_Paris,38
NoXI,015_2016-04-05_Paris,39
NoXI,015_2016-04-05_Paris,4
NoXI,015_2016-04-05_Paris,40
NoXI,015_2016-04-05_Paris,41
NoXI,015_2016-04-05_Paris,42
NoXI,015_2016-04-05_Paris,5
NoXI,015_2016-04-05_Paris,6
NoXI,015_2016-04-05_Paris,7
NoXI,015_2016-04-05_Paris,8
NoXI,015_2016-04-05_Paris,9
NoXI,016_2016-04-05_Paris,1
NoXI,016_2016-04-05_Paris,10
NoXI,016_2016-04-05_Paris,11
NoXI,016_2016-04-05_Paris,12
NoXI,016_2016-04-05_Paris,13
NoXI,016_2016-04-05_Paris,14
NoXI,016_2016-04-05_Paris,15
NoXI,016_2016-04-05_Paris,2
NoXI,016_2016-04-05_Paris,3
NoXI,016_2016-04-05_Paris,4
NoXI,016_2016-04-05_Paris,5
NoXI,016_2016-04-05_Paris,6
NoXI,016_2016-04-05_Paris,7
NoXI,016_2016-04-05_Paris,8
NoXI,016_2016-04-05_Paris,9
NoXI,017_2016-04-05_Paris,1
NoXI,017_2016-04-05_Paris,10
NoXI,017_2016-04-05_Paris,11
NoXI,017_2016-04-05_Paris,12
NoXI,017_2016-04-05_Paris,13
NoXI,017_2016-04-05_Paris,14
NoXI,017_2016-04-05_Paris,15
NoXI,017_2016-04-05_Paris,16
NoXI,017_2016-04-05_Paris,17
NoXI,017_2016-04-05_Paris,18
NoXI,017_2016-04-05_Paris,19
NoXI,017_2016-04-05_Paris,2
NoXI,017_2016-04-05_Paris,20
NoXI,017_2016-04-05_Paris,21
NoXI,017_2016-04-05_Paris,22
NoXI,017_2016-04-05_Paris,23
NoXI,017_2016-04-05_Paris,24
NoXI,017_2016-04-05_Paris,25
NoXI,017_2016-04-05_Paris,26
NoXI,017_2016-04-05_Paris,27
NoXI,017_2016-04-05_Paris,28
NoXI,017_2016-04-05_Paris,29
NoXI,017_2016-04-05_Paris,3
NoXI,017_2016-04-05_Paris,30
NoXI,017_2016-04-05_Paris,31
NoXI,017_2016-04-05_Paris,32
NoXI,017_2016-04-05_Paris,4
NoXI,017_2016-04-05_Paris,5
NoXI,017_2016-04-05_Paris,6
NoXI,017_2016-04-05_Paris,7
NoXI,017_2016-04-05_Paris,8
NoXI,017_2016-04-05_Paris,9
NoXI,018_2016-04-18_Paris,1
NoXI,018_2016-04-18_Paris,10
NoXI,018_2016-04-18_Paris,11
NoXI,018_2016-04-18_Paris,12
NoXI,018_2016-04-18_Paris,13
NoXI,018_2016-04-18_Paris,14
NoXI,018_2016-04-18_Paris,15
NoXI,018_2016-04-18_Paris,16
NoXI,018_2016-04-18_Paris,17
NoXI,018_2016-04-18_Paris,18
NoXI,018_2016-04-18_Paris,19
